Geo Point;Geo Shape;FID;OBJECTID;NCESID;Name;Address;Address 2;City;State;ZIP;ZIP4;Telephone;Type;Status;Population;County;County+State FIPS;Country;NAICS Code;Description;Source;Date Added;Evaluation Method;Date Evaluated;Website;Level;Enrollment;ST_GRADE;End Grade;District ID;FT Teacher;Shelter ID
44.244251766,-73.138807795;"{""type"": ""Point"", ""coordinates"": [-73.1388077949999, 44.24425176600003]}";90991;91385;500564000196;MONKTON CENTRAL SCHOOL;1036 MONKTON RD;;MONKTON;VT;05469;0040;(802) 453-2314;1;1;172;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500564000196;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500564000196;PRIMARY;160;PK;06;5005640;12;10792085
42.986183182,-72.528758985;"{""type"": ""Point"", ""coordinates"": [-72.52875898499995, 42.98618318200003]}";53358;52952;500669000249;PUTNEY CENTRAL SCHOOL;182 WESTMINSTER RD;;PUTNEY;VT;05346;9331;(802) 387-5521;1;1;204;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500669000249;2010-01-29T00:00:00.000Z;IMAGERY;2010-12-28T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500669000249;PRIMARY;184;PK;08;5006690;20;10789811
44.297972562,-72.395034006;"{""type"": ""Point"", ""coordinates"": [-72.39503400599993, 44.29797256200002]}";97041;97838;500822500335;TWINFIELD USD #33;106 NASMITH BROOK RD;;PLAINFIELD;VT;05667;9732;(802) 426-3213;1;1;451;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822500335;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500822500335;OTHER;406;PK;12;5008225;45;
43.6534097,-72.317980914;"{""type"": ""Point"", ""coordinates"": [-72.31798091399996, 43.65340970000003]}";39942;39942;500459000153;WHITE RIVER SCHOOL;102 PINE ST;;WHITE RIVER JUNCTION;VT;05001;1698;(802) 295-8650;1;1;249;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000153;2009-12-10T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000153;PRIMARY;228;PK;05;5004590;21;10812455
43.831988305,-72.642336469;"{""type"": ""Point"", ""coordinates"": [-72.64233646899997, 43.831988305000024]}";20974;20969;500225000036;BETHEL ELEMENTARY SCHOOL;273 PLEASANT ST;;BETHEL;VT;05032;9700;(802) 234-6607;1;1;189;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500225000036;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500225000036;PRIMARY;178;PK;06;5002250;11;
44.414754322,-71.714539222;"{""type"": ""Point"", ""coordinates"": [-71.71453922199997, 44.41475432200008]}";26023;27218;500528000435;LUNENBURG SCHOOLS;2720 RIVER RD;;GILMAN;VT;05904;0097;(802) 892-5969;1;1;122;ESSEX;50009;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500528000435;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500528000435;PRIMARY;110;PK;08;5005280;12;
44.467153627,-73.176810106;"{""type"": ""Point"", ""coordinates"": [-73.17681010599993, 44.46715362700006]}";39955;39955;500747000293;RICK MARCOTTE CENTRAL SCHOOL;10 MARKET ST;;SOUTH BURLINGTON;VT;05403;5779;(802) 652-7200;1;1;395;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500747000293;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500747000293;PRIMARY;366;KG;05;5007470;29;
42.840143499,-72.558118405;"{""type"": ""Point"", ""coordinates"": [-72.55811840499993, 42.840143499000064]}";26016;27211;500249000056;CANAL STREET/OAK GROVE SCHOOLS;15 MORELAND AVE;;BRATTLEBORO;VT;05301;3526;(802) 254-3740;1;1;288;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000056;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500249000056;PRIMARY;274;PK;06;5002490;14;
43.046587178,-72.666708784;"{""type"": ""Point"", ""coordinates"": [-72.66670878399997, 43.04658717800002]}";6792;7985;500512000173;LELAND & GRAY UHSD #34;2042 VT ROUTE 30;;TOWNSHEND;VT;05353;0128;(802) 365-7355;1;1;395;WINDHAM;50025;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500512000173;2010-01-29T00:00:00.000Z;IMAGERY;2010-12-28T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500512000173;HIGH;362;07;12;5005120;33;10799123
44.546399606,-71.98521528;"{""type"": ""Point"", ""coordinates"": [-71.98521527999996, 44.546399606000065]}";14903;14498;500531000436;LYNDON TOWN SCHOOL;2591 LILY POND RD;;LYNDONVILLE;VT;05851;9728;(802) 626-3209;1;1;562;CALEDONIA;50005;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500531000436;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500531000436;PRIMARY;518;PK;08;5005310;44;10792440
43.618064475,-72.961879935;"{""type"": ""Point"", ""coordinates"": [-72.96187993499993, 43.618064475000025]}";65021;65811;500705000274;RUTLAND NORTHEAST PRIMARY SCHOOL;117 TEMPLE ST;;RUTLAND;VT;05701;3530;(802) 773-1940;1;1;248;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000274;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500705000274;PRIMARY;226;PK;02;5007050;22;
44.49824869,-73.046905328;"{""type"": ""Point"", ""coordinates"": [-73.04690532799997, 44.49824869000002]}";97026;97823;500384000403;FOUNDERS MEMORIAL SCHOOL;33 FOUNDERS RD;;ESSEX JUNCTION;VT;05452;3390;(802) 879-6326;1;1;436;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500384000403;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500384000403;PRIMARY;407;03;05;5003840;29;
44.179190681,-72.884179122;"{""type"": ""Point"", ""coordinates"": [-72.88417912199996, 44.179190681000065]}";46033;46433;500402000132;FAYSTON ELEMENTARY SCHOOL;782 GERMAN FLATS RD;;FAYSTON;VT;05673;9606;(802) 496-3636;1;1;131;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500402000132;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500402000132;PRIMARY;120;PK;06;5004020;11;10812443
43.981705921,-73.312197755;"{""type"": ""Point"", ""coordinates"": [-73.31219775499993, 43.98170592100005]}";6785;7978;500255000052;BRIDPORT CENTRAL SCHOOL;3442 VT ROUTE 22A;;BRIDPORT;VT;05734;0035;(802) 758-2331;1;1;103;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500255000052;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500255000052;PRIMARY;92;PK;06;5002550;11;
43.819375021,-72.231329998;"{""type"": ""Point"", ""coordinates"": [-72.23132999799996, 43.81937502100002]}";72982;72171;500801000325;THETFORD ELEMENTARY SCHOOL;2689 ROUTE 113;;THETFORD;VT;05074;0152;(802) 785-2426;1;1;232;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500801000325;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500801000325;PRIMARY;210;PK;06;5008010;22;
44.344714989,-73.109922099;"{""type"": ""Point"", ""coordinates"": [-73.10992209899995, 44.34471498900005]}";65005;65795;500303000082;CHAMPLAIN VALLEY UHSD #15;396 CVU RD;;HINESBURG;VT;05461;9502;(802) 482-7100;1;1;1343;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500303000082;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500303000082;HIGH;1247;09;12;5003030;96;10793246
44.3733189,-72.548002728;"{""type"": ""Point"", ""coordinates"": [-72.54800272799996, 44.37331890000006]}";26033;27228;500954000396;DOTY MEMORIAL SCHOOL;24 CALAIS RD;;WORCESTER;VT;05682;0162;(802) 223-5656;1;1;86;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500954000396;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500954000396;PRIMARY;78;PK;06;5009540;8;10812447
43.253549718,-72.58153281;"{""type"": ""Point"", ""coordinates"": [-72.58153280999993, 43.25354971800004]}";65022;65812;500824800348;GREEN MOUNTAIN UHSD #35;716 VT ROUTE 103 SOUTH;;CHESTER;VT;05143;9118;(802) 875-2146;1;1;378;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824800348;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824800348;HIGH;348;07;12;5008248;30;10786974
43.687623963,-72.321752824;"{""type"": ""Point"", ""coordinates"": [-72.32175282399997, 43.687623963000064]}";33502;33500;500459000047;DOTHAN BROOK SCHOOL;2300 CHRISTIAN ST;;WHITE RIVER JUNCTION;VT;05001;2314;(802) 295-8647;1;1;305;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000047;2009-12-10T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000047;PRIMARY;281;PK;05;5004590;24;10812452
44.54130616,-73.255344566;"{""type"": ""Point"", ""coordinates"": [-73.25534456599995, 44.54130616000001]}";14900;14495;500324000091;PORTERS POINT SCHOOL;490 PORTERS POINT RD;;COLCHESTER;VT;05446;0032;(802) 862-7842;1;1;280;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000091;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500324000091;PRIMARY;262;KG;02;5003240;18;
43.701048765,-72.952461573;"{""type"": ""Point"", ""coordinates"": [-72.95246157299992, 43.70104876500004]}";58614;59409;509996009274;BARSTOW MEMORIAL SCHOOL;223 CHITTENDEN RD;;CHITTENDEN;VT;05737;;(802) 773-6926;1;1;239;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=509996009274;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=509996009274;PRIMARY;220;PK;08;5099960;19;10812473
43.649324,-72.416816;"{""type"": ""Point"", ""coordinates"": [-72.416816, 43.649324]}";39940;39940;500459000062;OTTAUQUECHEE SCHOOL;304 DODY LN;;QUECHEE;VT;05059;0353;(802) 295-8654;1;1;271;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000062;2010-01-29T00:00:00.000Z;IMAGERY;2010-06-10T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000062;PRIMARY;250;PK;05;5004590;21;10775975
43.306263788,-72.484746104;"{""type"": ""Point"", ""coordinates"": [-72.48474610399992, 43.30626378800007]}";58608;59403;500753000299;ELM HILL SCHOOL;10 HOOVER ST;;SPRINGFIELD;VT;05156;2425;(802) 885-5154;1;1;432;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000299;2009-12-10T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500753000299;PRIMARY;406;PK;02;5007530;26;10796783
44.079622231,-72.26132499;"{""type"": ""Point"", ""coordinates"": [-72.2613249899999, 44.079622231]}";26029;27224;500824200340;WAITS RIVER VALLEY USD #36;6 WAITS RIVER VALLEY RD;;EAST CORINTH;VT;05040;;(802) 439-5534;1;1;273;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824200340;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500824200340;PRIMARY;247;PK;08;5008242;26;
44.948038432,-72.439122886;"{""type"": ""Point"", ""coordinates"": [-72.43912288599994, 44.94803843200002]}";84238;85038;500496000015;JAY/WESTFIELD JOINT ELEMENTARY SCHOOL;257 REVOIR FLATS RD;;JAY;VT;05859;9604;(802) 988-4042;1;1;96;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500496000015;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500496000015;PRIMARY;86;PK;06;5004960;10;
44.465211403,-72.726241642;"{""type"": ""Point"", ""coordinates"": [-72.72624164199992, 44.46521140300006]}";46045;46445;500780000319;STOWE MIDDLE/HIGH SCHOOL;413 BARROWS RD;;STOWE;VT;05672;1314;(802) 253-7229;1;1;444;LAMOILLE;50015;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500780000319;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500780000319;OTHER;408;06;12;5007800;36;
43.922346583,-72.471365961;"{""type"": ""Point"", ""coordinates"": [-72.47136596099993, 43.92234658300002]}";58611;59406;500816000330;TUNBRIDGE CENTRAL SCHOOL;523 VT ROUTE 110;;TUNBRIDGE;VT;05077;;(802) 889-3310;1;1;137;ORANGE;50017;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500816000330;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500816000330;PRIMARY;121;PK;08;5008160;16;
44.951629812,-72.306445465;"{""type"": ""Point"", ""coordinates"": [-72.30644546499995, 44.95162981200007]}";6796;7989;500603000218;NEWPORT TOWN SCHOOL;4212 VT ROUTE 105;;NEWPORT CENTER;VT;05857;;(802) 334-5201;1;1;118;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500603000218;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500603000218;PRIMARY;105;PK;06;5006030;13;
44.244516248,-72.526714374;"{""type"": ""Point"", ""coordinates"": [-72.52671437399992, 44.24451624800001]}";20983;20978;500823700339;U-32 HIGH SCHOOL (UHSD #32);930 GALLISON HILL RD;;MONTPELIER;VT;05602;;(802) 229-0321;1;1;853;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500823700339;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500823700339;HIGH;781;07;12;5008237;72;
44.403326276,-72.309280037;"{""type"": ""Point"", ""coordinates"": [-72.30928003699994, 44.40332627600002]}";26019;27214;500285000074;CABOT SCHOOL;25 COMMON RD;;CABOT;VT;05647;0098;(802) 563-2289;1;1;204;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500285000074;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500285000074;OTHER;182;PK;12;5002850;22;10812428
43.470506019,-72.975009392;"{""type"": ""Point"", ""coordinates"": [-72.97500939199992, 43.470506019]}";97042;97839;500846000358;WALLINGFORD VILLAGE SCHOOL;126 SCHOOL ST;;WALLINGFORD;VT;05773;;(802) 446-2141;1;1;152;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500846000358;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500846000358;PRIMARY;140;PK;06;5008460;12;
44.517031655,-73.260005004;"{""type"": ""Point"", ""coordinates"": [-73.26000500399992, 44.517031655000025]}";65003;65793;500282000068;J. J. FLYNN SCHOOL;1645 NORTH AVE;;BURLINGTON;VT;05401;1307;(802) 864-8478;1;1;389;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000068;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500282000068;PRIMARY;361;PK;05;5002820;28;10784488
44.636221056,-73.302113766;"{""type"": ""Point"", ""coordinates"": [-73.30211376599992, 44.63622105600005]}";46043;46443;500750000296;FOLSUM EDUCATION & COMMUNITY CENTER;75 SOUTH ST;;SOUTH HERO;VT;05486;4913;(802) 372-6600;1;1;146;GRAND ISLE;50013;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500750000296;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500750000296;PRIMARY;132;PK;08;5007500;14;10790081
44.137820126,-73.07698462;"{""type"": ""Point"", ""coordinates"": [-73.07698461999995, 44.13782012600005]}";97024;97821;500264000423;BRISTOL ELEMENTARY SCHOOL;57 MOUNTAIN ST;;BRISTOL;VT;05443;1113;(802) 453-3227;1;1;326;ADDISON;50001;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500264000423;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500264000423;PRIMARY;298;PK;06;5002640;28;10793249
43.516567215,-73.229973928;"{""type"": ""Point"", ""coordinates"": [-73.22997392799992, 43.51656721500006]}";65015;65805;500660000245;POULTNEY HIGH SCHOOL;154 EAST MAIN ST;;POULTNEY;VT;05764;1198;(802) 287-5861;1;1;249;RUTLAND;50021;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500660000245;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500660000245;HIGH;223;07;12;5006600;26;10812510
43.657983254,-72.319216763;"{""type"": ""Point"", ""coordinates"": [-72.31921676299997, 43.65798325400004]}";58601;59396;500459000093;HARTFORD AREA CAREER & TECHNOLOGY CENTER;1 GIFFORD RD;;WHITE RIVER JUNCTION;VT;05001;;(802) 295-8630;3;1;0;WINDSOR;50027;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000093;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500459000093;UNKNOWN;0;N;N;5004590;0;10812478
44.995788245,-72.405405027;"{""type"": ""Point"", ""coordinates"": [-72.40540502699996, 44.995788245000014]}";1602;1602;500813000328;TROY SCHOOL;126 MAIN ST;;NORTH TROY;VT;05859;;(802) 988-2565;1;1;216;ORLEANS;50019;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500813000328;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500813000328;PRIMARY;199;PK;08;5008130;17;
44.501132102,-73.179814118;"{""type"": ""Point"", ""coordinates"": [-73.17981411799995, 44.50113210200003]}";14914;14509;500936000389;WINOOSKI HIGH SCHOOL;80 NORMAND ST;;WINOOSKI;VT;05404;1392;(802) 655-3530;1;1;228;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500936000389;2010-01-29T00:00:00.000Z;IMAGERY;2010-08-24T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500936000389;HIGH;203;09;12;5009360;25;10793236
44.189150559,-72.493767944;"{""type"": ""Point"", ""coordinates"": [-72.49376794399994, 44.18915055900002]}";6777;7970;500000200419;SPAULDING UHSD #41;155 AYERS ST;;BARRE;VT;05641;4349;(802) 476-4811;1;1;823;WASHINGTON;50023;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000200419;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-26T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500000200419;HIGH;731;09;12;5000002;92;10819779
44.295691852,-72.963675828;"{""type"": ""Point"", ""coordinates"": [-72.96367582799995, 44.295691852000054]}";46036;46436;500477000160;BREWSTER PIERCE SCHOOL;120 SCHOOL ST;;HUNTINGTON;VT;05462;9712;(802) 434-2074;1;1;159;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500477000160;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500477000160;PRIMARY;150;PK;04;5004770;9;
44.505622726,-72.990577127;"{""type"": ""Point"", ""coordinates"": [-72.99057712699992, 44.505622726000055]}";65012;65802;500498000167;JERICHO ELEMENTARY SCHOOL;90 VT ROUTE 15;;JERICHO;VT;05465;9423;(802) 899-2272;1;1;271;CHITTENDEN;50007;USA;611110;ELEMENTARY AND SECONDARY SCHOOLS;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500498000167;2009-10-13T00:00:00.000Z;IMAGERY/OTHER;2016-10-25T00:00:00.000Z;http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=500498000167;PRIMARY;253;KG;04;5004980;18;
